Calle 799;145576;172022;142036;82763;36371;219070;28359;66061;77858;35085
Calle 800;147055;174978;141248;80203;36897;215623;30429;64970;76581;35226
Calle 801;144537;161856;135531;78632;35779;193873;26400;68472;85942;39163
Calle 802;139332;168612;140813;83555;36062;210342;26289;65750;75193;36830
Calle 803;137466;186221;135331;85812;36414;199740;27929;61562;72254;38627
Calle 804;132809;170058;141403;80041;32430;200307;27144;65294;79728;38740
Calle 805;147890;169390;137340;77979;37829;203498;28988;61271;76758;36048
Calle 806;141315;169168;133869;77621;33479;207134;27786;59367;76634;36508
Calle 807;145852;177957;131989;81874;35906;206825;28164;67125;79562;35213
Calle 808;142179;170420;140609;80522;35149;212508;28336;67226;77431;37183
Calle 809;149598;166753;142750;81498;36543;199036;27980;68388;82016;38448
Calle 810;158757;166452;141702;81003;36909;204808;26931;64705;80028;37113
Calle 811;146934;173131;152453;77634;35728;195406;28877;65663;74341;34752
Calle 812;151575;166220;130687;77190;35241;186794;25724;70133;78256;35276
Calle 813;143414;168021;134194;78892;36040;196678;28552;62872;78723;36508
Calle 814;135258;162800;134770;76929;35748;194245;26694;61253;94265;37368
Calle 815;139632;170749;146289;81076;35924;204873;29131;63994;89219;36230
Calle 816;148198;169071;139698;78496;35603;203312;27413;66602;84310;37826
Calle 817;153027;172867;142962;89699;34930;198181;29672;67380;76521;36904
Calle 818;142012;143652;136642;76404;36438;208194;26048;66890;77020;33788
Calle 819;150715;165906;128630;83714;38664;181665;30325;66703;77312;36866
Calle 820;145141;134038;133170;80230;34105;166475;27721;64910;77729;37909
Calle 821;153470;172322;133410;82374;36002;207165;27214;67934;77081;36171
Calle 822;134611;178907;136001;80532;37869;199762;28069;64713;77236;36900
Calle 823;142226;170629;138634;80072;34366;199642;27072;67888;68897;36493
Calle 824;144478;181102;137219;74871;34759;200979;29414;65889;77876;36828
Calle 825;143264;167411;133081;85501;35492;204284;29359;67154;80384;36999
Calle 826;146674;177140;113074;77109;37914;201774;28913;64876;81603;35649
Calle 827;153851;167169;145445;77655;36078;199700;29485;70084;80020;38388
Calle 828;138850;169261;134692;82100;34030;210208;27045;67668;74186;36461
Calle 829;141651;164165;144869;80210;34647;199951;26591;68962;85681;38578
Calle 830;156959;166067;144882;80277;34337;215421;27626;71288;78863;35854
Calle 831;151292;171142;139901;78245;36567;187438;29147;65039;76508;35730
Calle 832;150195;165185;134593;84817;38998;203069;26732;68244;77896;35023
Calle 833;148329;164072;136099;79501;35740;199378;29655;65952;76427;37275
Calle 834;144305;160770;150572;83286;36935;194779;26183;64510;81647;37691
Calle 835;143442;182710;136318;86927;33989;204444;29238;69486;84458;33939
Calle 836;155050;174609;123325;88588;36118;209766;29444;67494;84699;35337
Calle 837;155613;172927;130911;75900;37016;205707;27838;65279;80416;35147
Calle 838;159336;175730;141570;79686;39134;216354;29199;68768;76644;36855
Calle 839;145523;164137;139114;77973;33530;201708;29080;67316;74297;35474
Calle 840;148562;186929;135456;75906;34539;245823;27978;64839;81755;36307
Calle 841;149543;163385;135880;78809;34618;201202;28199;65761;78826;34317
Calle 842;143584;171463;146644;71204;34450;194480;27383;66525;76702;37616
Calle 843;147191;167520;141495;77701;34827;201769;27453;57778;79543;35142
Calle 844;151399;166483;131836;83158;34371;206546;28237;67699;82304;36171
Calle 845;144745;173908;143775;79176;35257;203062;29106;66885;73916;36043
Calle 846;161425;174401;159946;81119;37545;204255;26769;63935;75253;37541
Calle 847;149652;161041;139522;80345;35352;197177;28153;65164;80907;34754
Calle 848;147926;176992;137584;83345;35631;201653;28617;66629;71940;36281
Calle 849;145349;169334;147157;81413;37747;210146;26915;64789;76574;36411
Calle 850;151996;172468;138904;80442;37630;206550;27237;66465;77869;35577
Calle 851;140804;176134;139563;74723;36206;206923;28528;66229;80347;35384
Calle 852;153250;159509;140180;84702;37003;200703;29147;70579;66312;35841
Calle 853;150609;169367;138660;76812;36145;204549;27998;63225;78983;35871
Calle 854;145822;164132;131551;79059;36019;182954;27963;66434;77232;36632
Calle 855;148167;165870;137024;80263;35860;217974;27771;68682;70222;35075
Calle 856;136699;164409;152552;81088;34787;208964;28131;61780;68208;36898
Calle 857;140388;153079;137882;81334;37705;206784;27881;70695;78646;34625
Calle 858;142660;169924;131142;79079;35696;199975;27021;68700;79738;35735
Calle 859;142137;169439;129938;85275;37408;198494;29562;65854;73983;35642
Calle 860;138099;170572;140411;78382;36651;207345;26261;66664;76080;36470
Calle 861;134612;172658;140544;80263;36994;211953;28208;71146;80448;36793
Calle 862;156388;167449;138920;77640;35994;202686;27366;69393;77909;36957
Calle 863;154363;168563;134288;86991;34761;209466;26924;73930;75130;35299
Calle 864;149311;172280;140348;85331;35919;209489;28961;66883;69247;34418
Calle 865;148293;190535;139905;83694;36154;207676;28233;58021;79388;35570
Calle 866;138091;169764;134343;81488;33943;205806;27283;68038;78035;38621
Calle 867;148064;173572;141253;81017;36075;199216;27466;66116;79706;34337
Calle 868;145265;179184;129187;78244;35024;200272;28661;68838;83013;35779
Calle 869;141582;144997;135240;78017;36824;206420;29839;63480;77841;34625
Calle 870;149304;178908;134761;79800;36677;201311;25484;66608;79260;37188
Calle 871;140222;162814;139822;77469;34579;218493;27894;81309;83960;34842
Calle 872;154022;172522;141299;81548;34866;194579;27843;66645;78468;35787
Calle 873;137754;177660;139597;80535;33981;197351;30548;70350;81045;35726
Calle 874;145371;168958;138880;84384;40151;208603;30159;59172;75773;37601
Calle 875;144888;163128;143910;79396;37535;198742;28217;69232;74811;35532
Calle 876;140190;172592;140522;80652;34953;199861;28404;69358;79441;33939
Calle 877;151773;157986;139900;79109;35071;196066;29088;66190;74588;34804
Calle 878;156792;175597;134725;80338;34421;204770;26218;62646;79362;33352
Calle 879;141132;167026;135864;81367;36226;202617;27746;66649;82433;36821
Calle 880;144925;180344;139318;85921;35613;205493;28237;67012;80064;36853
Calle 881;143258;162881;143396;73081;37592;194182;27540;67248;82630;35181
Calle 882;143544;172376;133668;81191;41172;207866;28362;69654;81074;34189
Calle 883;144047;167121;134888;82126;37172;206429;27879;67208;77089;34967
Calle 884;148546;179010;132257;84589;36123;191494;23361;66836;79003;37629
Calle 885;147538;172923;144337;78176;35020;204895;29194;67976;80556;38112
Calle 886;147182;170945;136943;75249;35057;204481;29138;68395;82781;37562
Calle 887;154843;167284;147876;79513;36665;200157;30530;64445;79539;33956
Calle 888;148323;165654;149098;83255;38444;179665;29203;67961;78891;34754
Calle 889;140386;162283;139559;80419;36239;215702;30462;65002;81429;36786
Calle 890;141466;173887;143064;82422;33543;188039;29863;68818;83939;36907
Calle 891;144409;173391;137670;85107;36639;198858;28211;68347;79097;38423
Calle 892;150744;162151;139381;79183;32255;199656;29045;67804;78690;36196
Calle 893;147652;175467;124732;80136;36063;204746;28213;67033;81920;36125
Calle 894;144240;179014;131353;78288;41311;192527;27888;68313;77002;35838
Calle 895;154907;165904;138423;80807;35191;208701;29205;66317;76679;37173
Calle 896;139216;162959;138998;78373;37140;210207;27314;72804;80382;35617
Calle 897;148045;183934;140680;82229;34426;213629;27285;66229;78245;36264
Calle 898;151021;178365;144730;84427;36177;211485;27529;71128;78446;33393
Calle 899;138045;174286;137727;83108;36324;193170;28748;61726;78665;34152
Calle 900;150937;165865;143710;76053;36988;205936;28379;65919;77942;37459
Calle 901;148389;173243;137811;82057;36850;195530;28465;68683;72262;37323
Calle 902;145030;158569;142075;80924;39975;201046;28086;68030;79748;35523
Calle 903;149293;166117;140969;80334;35244;207285;28170;67090;85867;36650
Calle 904;150273;163198;138232;80221;35304;183274;28614;64741;76517;35023
Calle 905;148751;173010;139323;76111;37681;192347;29007;70306;80994;34391
Calle 906;144323;179883;150662;81933;35643;202015;28095;64336;75481;36185
Calle 907;143037;166867;131019;81554;37079;196524;29454;66260;78675;37817
Calle 908;151339;167918;128418;82250;33270;210169;25995;67108;82833;35123
Calle 909;137984;167480;129202;80551;34910;209935;26914;67690;78997;36976
Calle 910;134609;163710;142010;79445;35243;215805;28098;62316;79599;38093
Calle 911;144858;173610;131625;82166;34867;207626;27809;67480;79281;34926
Calle 912;146663;173510;140036;82476;41738;203612;28448;67595;77093;36897
Calle 913;148391;168540;139870;77359;35012;206689;28006;67268;86943;37171
Calle 914;146924;181127;140076;81451;37613;218030;28715;61284;77286;38852
Calle 915;149266;171747;135466;82148;34702;221564;27076;65513;82661;37055
Calle 916;150719;177274;156987;78684;35076;203222;28891;67915;79512;35887
Calle 917;142553;173772;138340;81904;36292;200708;26086;66162;78552;37735
Calle 918;149492;144888;139030;80531;34826;190435;28060;66604;77645;35251
Calle 919;154486;171132;131136;70193;35210;200754;27548;69849;92456;35207
Calle 920;151237;168057;145020;80047;32420;182348;28134;66502;80442;38099
Calle 921;138291;170398;133196;75382;35162;215221;28149;67316;73758;35854
Calle 922;156767;180942;139910;80516;33059;218470;28297;70236;75083;35507
Calle 923;88524;169074;137969;80630;34450;183581;27680;66700;81922;35442
Calle 924;141203;172538;138439;81156;36620;201872;30561;67797;75695;35810
Calle 925;146224;178437;133751;81411;36539;191572;27051;66789;78406;33054
Calle 926;147575;167733;145450;81713;39174;203841;30848;67016;79075;33772
Calle 927;153276;160944;119871;87390;36100;181800;28915;70625;71605;36947
Calle 928;158304;171962;139390;70327;37862;207170;26535;75017;80454;30456
Calle 929;139649;172724;139474;82041;37198;197963;28418;67984;63379;39026
Calle 930;145485;163761;136831;80594;37921;193585;27402;59924;76258;36727
Calle 931;149182;164222;139399;79477;35714;205850;28322;61318;81106;35120
Calle 932;136621;159895;137245;80009;37785;197365;27986;66340;76923;34914
Calle 933;144733;166263;148877;82031;35458;193992;29803;67935;86071;37261
Calle 934;146173;165687;134596;82872;35422;196654;30090;67393;81982;35492
Calle 935;144979;160647;152822;85379;32421;217958;27045;64730;79856;34671
Calle 936;138150;171865;142436;82332;37965;201002;25357;59927;81361;37032
Calle 937;152853;163943;136792;75695;34922;197672;27648;64728;78141;36881
Calle 938;146014;171154;138809;82135;35324;200972;25411;68566;79389;33834
Calle 939;142252;170583;143317;80525;34392;201702;28052;64161;80255;35719
Calle 940;138365;180526;139813;83678;34769;209221;25434;65761;81381;36652
Calle 941;166604;174387;133714;80356;37088;208665;27368;67856;84739;35427
Calle 942;144059;168736;137726;78025;29444;192969;28660;66910;76016;36444
Calle 943;150172;179792;138592;82037;35214;194963;27743;67869;78881;33243
Calle 944;147523;166004;135299;73991;34539;195551;28049;70328;68050;37547
Calle 945;147356;167535;129332;79521;35988;203979;29323;67209;82503;35229
Calle 946;146687;172455;137728;76910;38334;215737;28126;67196;81097;35240
Calle 947;148584;157775;146334;89077;35967;195490;27945;66873;73002;34420
Calle 948;152325;173774;138851;85313;38889;207563;28665;68014;76858;35730
Calle 949;147519;164176;142445;87683;37651;199054;28120;68341;81969;36033
Calle 950;146057;169386;135316;83106;34654;213948;27656;64430;76866;35637
Calle 951;142954;164920;134505;82480;37410;209249;29137;67847;78583;35678
Calle 952;144349;178706;134098;78181;35542;199756;29362;62229;82758;36833
Calle 953;141669;167705;142732;85200;38044;224315;29850;69743;77221;35695
Calle 954;145748;172591;137537;70641;35233;201882;27553;68818;77993;34866
Calle 955;139904;164228;135765;81467;35178;206793;27489;64598;89969;39079
Calle 956;144563;173209;132502;77926;35287;206434;27491;68241;78839;35675
Calle 957;130504;161345;122463;79564;35510;216222;26742;65227;92200;36448
Calle 958;138272;171102;138229;75768;36356;201292;29479;67572;75566;35061
Calle 959;144182;167711;140483;81529;39617;193686;29448;63263;78040;35640
Calle 960;146915;167439;141400;76988;36057;200913;28257;60955;76603;38398
Calle 961;141174;168414;144675;83980;35314;203638;27118;65653;76586;36065
Calle 962;144889;187478;126549;75231;34502;212712;28241;63323;78164;36398
Calle 963;138670;137189;138612;78149;35676;196512;30390;71643;76899;35817
Calle 964;148371;176862;140097;84302;33459;201111;29355;67557;75763;33996
Calle 965;154565;178621;131481;84348;36713;206161;25901;65181;82757;36920
Calle 966;144024;164727;147236;78556;36902;191927;27219;65731;73509;36321
Calle 967;139894;172207;134419;77922;36736;208852;29177;65290;82679;36646
Calle 968;144626;174465;146711;78700;37248;203109;29162;65443;77549;36295
Calle 969;155797;167350;133151;82999;36436;203314;26816;67400;77535;35552
Calle 970;158272;169619;138651;77735;37372;194151;28011;68564;66785;35445
Calle 971;141516;165528;140993;84406;33646;205699;27775;59279;87823;37023
Calle 972;152493;161954;136646;80944;37212;223497;27061;69519;79022;34107
Calle 973;152738;161087;141922;74729;34203;199995;27397;68284;81496;37572
Calle 974;141677;171352;143752;81678;36492;201109;27832;67030;79871;42116
Calle 975;166735;175518;134368;82880;36508;207983;27266;62306;75055;35673
Calle 976;148600;176055;138297;88092;33624;207615;27566;64200;78773;35130
Calle 977;155553;171476;130433;81165;36278;197437;27970;64408;96274;37714
Calle 978;140197;169071;138834;80220;38916;208383;28502;64050;78503;38287
Calle 979;152235;163015;143459;84595;36269;204797;28792;67191;81352;35008
Calle 980;143063;169314;136163;67794;35924;206063;28642;65439;77628;38859
Calle 981;149382;176966;137721;72783;32431;203816;29334;64942;79063;36037
Calle 982;142747;172392;143190;79883;36746;200220;29854;65486;76697;35410
Calle 983;148266;168478;144791;73944;35878;197131;27874;70294;79492;35860
Calle 984;145700;173261;134795;85175;37041;201539;28909;70130;76420;35015
Calle 985;154352;161593;139907;84472;35821;208933;30401;67514;70918;35771
Calle 986;147912;171062;135801;76204;35724;192803;28536;66662;74846;37836
Calle 987;138289;169073;133237;80008;37722;196909;25217;65845;74043;37376
Calle 988;156749;176544;142854;78864;38165;198759;28902;60090;79819;35973
Calle 989;140408;180233;146604;83930;35155;209695;25323;65574;80254;36803
Calle 990;148975;176553;141144;81900;36150;187315;27379;67623;75601;37364
Calle 991;145737;171102;136410;82322;33303;201805;28089;69748;81652;34403
Calle 992;131517;164099;143723;78395;35657;195834;28939;71947;82651;32621
Calle 993;147255;159944;138576;69109;35703;196958;25876;64069;77667;35292
Calle 994;144156;178642;142513;78453;34266;200679;27520;68007;83615;36320
Calle 995;138387;172984;137847;78232;38311;199506;27705;70351;77976;39118
Calle 996;144542;175147;131024;83914;36069;209717;26169;65014;78360;35747
Calle 997;160330;158264;135739;79564;36496;196352;27914;65567;74627;37440
Calle 998;146419;184522;125034;80074;37359;206673;27586;67821;80656;34679
Calle 999;144048;171735;137485;78465;37393;205244;27741;69052;76447;35880
Calle 1000;143326;168076;133642;84871;36701;203485;27893;64295;79992;36332
Calle 1001;150778;172263;140420;85258;35834;191171;28716;66808;78803;33972
Calle 1002;146452;165115;130514;79135;36590;204455;28199;63261;75156;34214
Calle 1003;144319;162917;138949;79290;35155;204463;28620;67562;77302;37443
Calle 1004;150675;172077;134486;80777;37134;213042;27201;65665;77865;36467
Calle 1005;154731;169982;141078;80618;39082;200644;27855;70288;78321;35546
Calle 1006;148493;180781;139488;81658;35994;214421;28348;66954;75898;35377
Calle 1007;137567;165718;142352;86048;36302;200419;28854;50937;74600;36646
Calle 1008;137770;177396;136432;81494;34968;207995;25899;64822;76681;37190
Calle 1009;145946;166482;135633;80117;35488;204565;28990;67562;75706;34697
Calle 1010;147637;177357;140049;79239;34532;191904;27665;66157;79595;35433
Calle 1011;128567;159471;144645;82770;35587;201002;28786;67459;75928;36541
Calle 1012;127621;165611;134396;78435;34959;215116;29248;64118;76780;35855
Calle 1013;154577;181645;134043;81542;35555;213925;28705;66315;77429;34671
Calle 1014;146963;167628;137588;84179;36373;222400;28259;61849;85194;36726
Calle 1015;142936;163931;147125;87901;35413;199759;29971;65813;80543;37258
Calle 1016;157508;198990;134283;82331;37726;202244;25825;67922;77741;34972
Calle 1017;143488;162215;133825;81319;34791;203004;28023;65738;85179;35790
Calle 1018;155809;172710;151280;79287;36344;201929;28902;62531;80161;36856
Calle 1019;140858;174846;141100;82035;37725;213410;27800;65811;77565;36078
Calle 1020;168057;167267;135553;77844;36030;203828;27085;65926;78483;33453
Calle 1021;134845;169623;140003;83291;36524;209016;28698;68582;78298;35827
Calle 1022;145112;174012;137814;81123;34692;193291;28328;65109;71419;37064
Calle 1023;151841;181560;143298;82628;38269;201414;28132;70470;71157;36976
Calle 1024;141848;170298;136592;81120;36684;183687;28011;66476;71147;36949
Calle 1025;154233;182070;134510;82323;35634;200409;29981;67677;82568;34670
Calle 1026;138558;177012;133798;90197;36233;222993;27268;66256;78789;36189
Calle 1027;145219;179525;140872;85094;38039;223688;28149;70475;77495;32998
Calle 1028;142205;156759;154909;82839;34240;202010;28842;66172;74159;37525
Calle 1029;149722;160290;145749;79647;35963;208610;28144;60710;79123;35552
Calle 1030;149788;175175;133743;80607;35158;201536;28927;60241;81624;34325
Calle 1031;148255;177183;135705;84694;37303;199359;24562;66856;75696;37337
Calle 1032;124707;175195;141435;81722;36105;195969;26470;63790;77700;38143
Calle 1033;142302;162008;134884;81035;33424;184471;29268;65021;77369;37216
Calle 1034;149019;166807;132155;81618;36173;210808;28884;62914;80244;38394
Calle 1035;149878;181661;137191;89488;36079;197989;29423;67809;77150;36310
Calle 1036;147533;172362;148175;75803;38411;211119;28050;66623;76426;35944
Calle 1037;149507;158296;149884;80079;38900;213118;27889;72302;73461;33871
Calle 1038;148840;172898;136222;80815;36161;197845;28214;68602;80441;38120
Calle 1039;144790;172324;137704;83011;35943;209165;28127;65556;75242;35569
Calle 1040;144055;172057;139295;73210;34744;201577;26808;61423;80801;36061
Calle 1041;155002;167645;138158;80794;34506;203998;28219;67214;80457;38942
Calle 1042;154017;162054;144400;86499;35236;215713;28027;67374;82348;35533
Calle 1043;140760;158419;132359;78007;34236;198747;26555;65068;78816;37672
Calle 1044;146988;171279;141743;87404;35693;205152;30015;65318;80081;34559
Calle 1045;142126;191625;127591;75436;35463;212335;28203;67044;76093;36410
Calle 1046;148801;173021;139478;86843;36609;210411;27552;68107;74887;34456
Calle 1047;141364;169171;133888;82322;38593;194876;27852;66765;84915;35964
Calle 1048;152001;181921;141351;77218;38234;209880;26724;52737;80614;36177
Calle 1049;149090;178098;138703;79658;34129;200499;30275;70401;75540;37127
Calle 1050;152894;164232;138389;76514;36541;211029;27645;69460;72396;36599
Calle 1051;148982;177575;136649;79593;33567;200297;27263;63921;79514;36292
Calle 1052;144094;161853;134351;83298;35814;205099;28471;67242;83190;37093
Calle 1053;142846;166137;133066;78495;36616;225914;28681;64185;81348;35751
Calle 1054;148241;179592;137607;87999;33926;191146;28036;65092;79830;37255
Calle 1055;148800;170257;137464;81427;35891;206716;28893;64998;77326;35888
Calle 1056;141500;164844;139615;79754;34666;208786;27550;69982;77681;35606
Calle 1057;149903;165894;137170;85443;36069;194680;27870;61321;79554;38101
Calle 1058;154544;174591;137621;79139;34781;205495;28504;66865;79967;37021
Calle 1059;147270;165092;140117;83943;33622;198417;30320;69998;76702;36315
Calle 1060;145393;165124;137256;81977;35992;187222;27790;61775;77249;37317
Calle 1061;151418;170174;137951;79383;36434;194329;27956;64422;75078;35802
Calle 1062;141776;169301;139596;82760;35258;199035;28418;62751;82096;36396
Calle 1063;153228;168640;137228;81109;35168;206974;29403;65458;79511;35758
Calle 1064;151326;162140;132554;80712;37151;214844;28648;65214;79059;35857
Calle 1065;143774;169610;150878;79478;37222;203578;27746;67962;78099;34346
Calle 1066;158362;180158;142487;77676;34554;207931;27507;68429;80186;35292
Calle 1067;140337;168613;138135;79587;35201;210400;27760;68236;78797;34285
Calle 1068;144284;165950;140930;86354;37770;217368;27898;64661;77108;36741
Calle 1069;139919;175066;137079;78986;35515;215582;30905;68350;78129;35894
Calle 1070;152521;174181;139532;88340;37170;197220;31176;66947;75385;37952
Calle 1071;129166;160917;136256;83660;39132;178005;28312;73756;78413;39126
Calle 1072;146359;168327;139973;81753;37031;205253;28460;65634;72134;35728
Calle 1073;142509;171554;132368;82645;32592;199855;28037;62696;76977;34661
Calle 1074;152092;167510;141165;80789;36684;190404;26830;65961;79542;34311
Calle 1075;147418;160848;145685;79810;36757;205779;28719;64395;74226;35308
Calle 1076;151006;170174;142885;78740;35857;207302;25748;71716;77821;35329
Calle 1077;147795;160672;143190;81385;35378;204595;27262;67269;74844;37042
Calle 1078;136337;163534;133321;81089;36336;206099;27124;68047;77973;42545
Calle 1079;140056;167861;138351;79226;35229;210295;27612;66362;81268;36149
Calle 1080;147772;166729;132667;85184;36513;198327;28546;70920;79385;35427
Calle 1081;145699;173330;141354;79305;35560;203980;28527;69051;79040;37016
Calle 1082;151583;172195;143496;80136;36482;212644;26710;69316;78979;37934
Calle 1083;148354;177025;140590;82443;36828;202839;27918;71501;77470;35496
Calle 1084;138459;169793;138449;78616;35944;196581;29577;68545;74156;36134
Calle 1085;138949;169912;131359;81036;36369;202735;27564;69028;76953;37683
Calle 1086;132548;165254;135208;80413;36744;210564;28186;67043;80339;34708
Calle 1087;143981;174384;127841;79241;34834;200769;26998;65260;84080;34994
Calle 1088;149025;160694;137897;82766;38140;203063;25195;69166;76391;35250
Calle 1089;154157;179707;140634;81868;37286;204717;29745;66537;78971;35617
Calle 1090;142901;175017;139505;81517;34790;193120;29153;69230;78604;38339
Calle 1091;148192;172872;135714;97397;34227;200030;29370;63835;76573;36767
Calle 1092;142960;172732;138105;81331;37525;215704;28992;70663;78093;35996
Calle 1093;151180;172737;134066;76837;36911;209315;28540;66207;79551;37601
Calle 1094;146010;173215;145336;82012;37098;207166;26507;67427;77715;33478
Calle 1095;135777;180767;146648;81417;36265;209689;26723;63699;85434;38180
Calle 1096;142938;167420;141489;81327;36408;210126;26720;66248;85241;35479
Calle 1097;151595;165963;138237;79330;33156;209647;30264;65897;79062;35491
Calle 1098;148310;168581;132353;77160;38451;192450;26558;65478;79283;36736
Calle 1099;150359;182086;135436;82341;35202;203102;28591;63566;79527;38106
Calle 1100;155681;195847;128788;81908;36065;210248;27989;64737;77646;34845
Calle 1101;149391;171730;133552;81731;37876;184047;28808;72209;77644;36221
Calle 1102;145030;184964;132762;75751;36887;201962;28098;67632;84301;35414
Calle 1103;145900;178580;131009;77966;39033;212087;27410;68625;77623;33207
Calle 1104;153298;156480;147158;76860;37837;210548;27318;67618;82201;36604
Calle 1105;137632;182603;127657;81355;36197;202001;26824;68649;78527;36243
Calle 1106;157761;167923;139401;73365;35591;206624;27736;67268;80414;35028
Calle 1107;146233;161938;140388;76790;35602;206452;25974;68771;74994;36910
Calle 1108;144459;169703;146185;81631;35181;201750;27457;68335;82168;36227
Calle 1109;145299;165749;139272;81096;38811;242456;27424;68633;79955;35202
Calle 1110;136153;163073;134647;79256;36843;207682;26792;65810;78586;37568
Calle 1111;140914;164399;141872;83354;37624;211787;28560;68108;81642;35994
Calle 1112;142622;164978;138215;86488;34552;203702;28157;64400;72332;35905
Calle 1113;142761;161643;131943;70238;36258;202862;27170;66080;76177;34878
Calle 1114;152245;171061;131807;84562;34265;191856;29053;67607;76699;37041
Calle 1115;149258;172514;138471;79813;36579;221512;27452;67441;77855;36679
Calle 1116;146015;166247;148081;86795;35409;200375;29128;66563;76951;34440
Calle 1117;142388;172004;137548;77778;36570;205113;29041;68474;78396;37683
Calle 1118;151542;160502;140378;77645;36018;207057;27807;68451;80820;34948
Calle 1119;152356;168521;138338;73922;34954;217549;28553;63428;83150;37009
Calle 1120;150525;167889;145354;78532;36406;204939;28455;61750;74154;36146
Calle 1121;141703;178412;139448;79804;39303;215213;28300;67384;79478;34812
Calle 1122;149198;196010;142861;76111;35843;205367;27574;64275;82466;35719
Calle 1123;147290;173260;141682;81653;36221;204972;28157;66273;76870;34722
Calle 1124;147417;164255;137396;86315;38468;207629;27433;66412;83612;37071
Calle 1125;139041;156886;129203;82176;37997;196323;28659;66801;80250;36983
Calle 1126;154070;173755;135542;81541;30205;176212;29473;71358;78097;37782
Calle 1127;143743;169553;136724;79457;36765;210963;27098;65161;78124;38187
Calle 1128;150021;171408;138988;85360;36358;207316;29665;67214;82495;36670
Calle 1129;142545;178108;135794;82748;36137;174294;26177;66336;75847;38403
Calle 1130;147987;172561;139273;83061;36624;200990;26822;65463;85435;36691
Calle 1131;134884;170372;144527;80280;36482;195931;27669;65390;77515;37735
Calle 1132;145100;171576;138498;81705;36276;208499;26293;67535;75493;37133
Calle 1133;149402;175337;138178;70128;37846;228835;28544;71072;77762;33790
Calle 1134;154260;160007;147155;83109;35700;201913;26853;60693;82070;35158
Calle 1135;144582;172242;133978;76950;38659;204869;27369;66224;86637;36046
Calle 1136;142041;183978;144298;72057;36683;198091;27851;64248;81140;35303
Calle 1137;146437;208994;136502;84027;39426;205641;28296;66744;76552;34968
Calle 1138;141920;169484;141874;81955;35665;210297;27738;66513;80868;33522
Calle 1139;148184;172125;137133;84670;36149;198936;27502;63747;78789;36640
Calle 1140;130718;160430;138657;83218;35356;204467;27329;70158;78750;37257
Calle 1141;145063;164231;131583;78890;37791;201142;27300;71357;77892;35946
Calle 1142;147047;173080;144169;74976;36778;252285;27318;60278;80646;37442
Calle 1143;133995;160824;137409;81395;36813;208642;27099;55607;78493;36934
Calle 1144;146368;172766;137530;89024;37777;203994;27873;64660;79514;37197
Calle 1145;140078;164405;139983;82757;35655;222182;26831;67403;83147;45507
Calle 1146;146283;178138;137245;81500;36871;204279;27438;66291;78866;36436
Calle 1147;170466;180842;133403;81102;33463;207481;27887;66574;78413;35624
Calle 1148;142390;174225;138273;80776;35506;202064;28245;66963;82800;34150
Calle 1149;145757;163553;134681;74060;41673;208471;29156;65753;78386;36437
Calle 1150;145549;165033;137087;79173;33972;216656;25270;65460;82155;36001
Calle 1151;147435;168911;141946;84834;36884;207702;28822;67733;78555;38380
Calle 1152;148554;168089;128509;80710;37377;195825;27581;65447;81260;36218
Calle 1153;140615;180246;136108;82870;34066;184642;28980;63701;83456;36354
Calle 1154;143808;174875;140174;82229;36322;209018;27943;69551;78645;36241
Calle 1155;144629;166067;137046;80249;35470;201859;28201;66087;82851;36885
Calle 1156;147713;173405;131522;76606;35718;192777;28266;66943;74426;35738
Calle 1157;145019;172446;141116;81935;34682;209045;28423;71844;78854;36939
Calle 1158;155047;167886;137796;78088;36415;206242;28332;68481;79515;34683
Calle 1159;139005;170145;134899;74529;35251;208501;27789;72562;83645;37402
Calle 1160;147812;167300;139105;83284;36153;194149;27101;65251;77920;36529
Calle 1161;144595;166897;159689;81646;36856;209381;24978;66091;76572;36048
Calle 1162;143329;165453;132389;76797;37066;214766;27013;77840;82199;34575
Calle 1163;144000;174632;131735;76150;35311;214592;29135;65975;75029;35054
Calle 1164;152456;165926;132870;82976;37904;194838;27026;68594;88441;34720
Calle 1165;155477;165845;143186;83323;35429;196683;29152;67772;78199;35530
Calle 1166;151431;167282;143779;78998;38228;202810;28386;67554;73921;35315
Calle 1167;147203;177286;142247;72743;32584;191491;27041;65607;82811;35969
Calle 1168;147662;175186;147966;78055;35791;198625;27800;61322;77612;36254
Calle 1169;163021;183423;135983;63289;36215;204372;29192;72957;76322;37048
Calle 1170;150634;179314;138288;85387;37130;216138;27723;66751;74816;34591
Calle 1171;146525;176639;154999;71626;34588;214700;27090;67751;76958;34529
Calle 1172;148594;163168;138366;82353;35801;207770;28693;67136;77773;31392
Calle 1173;152976;180599;139528;80645;36367;208767;27694;65271;80778;34320
Calle 1174;141450;162787;137789;79020;38016;203030;26862;69012;77950;34854
Calle 1175;145819;167233;146646;83508;35641;204049;25858;68636;76777;37446
Calle 1176;148795;164509;138988;85481;35515;207417;27587;69541;78553;36022
Calle 1177;145062;166671;122446;86064;35646;209111;28580;65883;76477;36510
Calle 1178;148361;171537;135571;80573;36206;201998;25421;72010;82244;36848
Calle 1179;145118;154145;135547;84743;33986;173372;28282;67722;80210;33742
Calle 1180;126260;165256;135397;82383;36896;207539;29050;67743;69414;36086
Calle 1181;141662;171304;146365;89521;35133;195118;30022;71688;80452;37226
