Día;Calle;Verdulería;Carnicería;Frutería;Pescadería;Huevería;Abarrotes;Florería;Ropa;Mascotería;Bazar
1;Calle 5684;22292;24353;21188;11549;4637;33386;4455;9592;9661;5198
1;Calle 5685;20663;25167;20926;11482;4722;26428;4069;9942;13319;5198
1;Calle 5686;20383;24748;19748;11168;5681;24309;3898;9298;12507;5682
1;Calle 5687;22611;22047;24490;12226;5558;24486;3841;9248;12413;5734
1;Calle 5688;21661;32350;20531;11616;5502;30212;4347;9952;10996;4726
1;Calle 5689;19477;24965;20388;11648;4760;27629;3783;8313;11644;5429
1;Calle 5690;24174;21980;21709;10416;5370;32447;4085;9188;11829;4881
1;Calle 5691;19744;24903;18736;11070;5470;30757;4431;9361;11410;5336
1;Calle 5692;21028;22992;19064;10697;4890;27469;4212;9740;8287;4755
1;Calle 5693;19027;26041;18250;11353;5386;21526;4018;9539;10749;5210
1;Calle 5694;20081;19648;22758;15192;5220;28616;4048;7677;10442;5158
1;Calle 5695;19481;23553;20139;10880;4929;30741;3947;9708;11492;7315
1;Calle 5696;22490;24041;19781;11668;4358;27641;4581;9560;11216;5172
1;Calle 5697;24644;23392;20264;11219;3855;33103;4302;10059;10337;5730
1;Calle 5698;20796;23790;18975;8775;3036;33141;3927;10485;9378;5254
1;Calle 5699;20773;23995;18481;14333;5094;24430;4211;9714;11356;5253
1;Calle 5700;20623;21097;19760;11976;5228;27547;4093;10334;10968;4667
1;Calle 5701;24242;24654;19395;12467;5073;31056;4035;8289;11450;4733
1;Calle 5702;18171;25233;25316;10982;5219;28234;4539;9863;10450;4679
1;Calle 5703;20686;26790;20358;12057;4919;26225;4075;10193;10832;5471
1;Calle 5704;20567;25765;20074;12804;5825;30270;3509;7942;10946;5180
1;Calle 5705;21662;24510;21913;12256;5023;25681;3942;9866;10354;5663
1;Calle 5706;22355;22588;18612;11511;5022;27301;3735;9725;11559;5662
1;Calle 5707;20357;23856;18420;10532;5213;28946;4018;10255;11589;5023
1;Calle 5708;18248;22990;20326;10868;5291;33315;4286;9566;11283;5491
1;Calle 5709;21694;24789;18460;12095;5349;29175;4141;9410;10946;5386
1;Calle 5710;20843;23276;19194;11599;5626;26882;3437;10806;10031;5202
1;Calle 5711;27838;24194;19262;10766;5112;29835;4356;9810;11212;4705
1;Calle 5712;21995;25575;20072;10964;5513;29454;4368;7910;10919;5345
1;Calle 5713;19680;21818;15938;10338;5622;30989;3987;9914;10686;4502
1;Calle 5714;19517;24005;12385;12135;4121;31013;3804;10148;12768;5182
1;Calle 5715;20357;24083;19777;10724;5295;25323;4309;9592;10607;5184
1;Calle 5716;20678;25082;18402;12466;4093;29781;4174;10462;11627;4860
1;Calle 5717;21390;23710;18154;11218;5040;30049;3611;9935;11004;5008
1;Calle 5718;19952;24112;21497;12560;5328;30957;4468;9846;10711;5287
1;Calle 5719;19314;24511;18988;11471;4941;31857;3102;9650;10835;5495
1;Calle 5720;21826;29529;21600;10918;5179;30354;3685;9767;11146;5092
1;Calle 5721;21183;23571;20826;11448;5343;27442;3836;9378;12326;5145
1;Calle 5722;22191;23142;19432;13547;5189;26190;3855;9409;11530;5395
1;Calle 5723;21554;23647;19249;11220;5631;30547;3932;8913;11134;4927
1;Calle 5724;21929;23206;20591;11058;5392;28257;3898;9730;13919;4374
1;Calle 5725;18656;22178;20011;10374;4958;28592;4733;10125;10882;4909
1;Calle 5726;20849;24281;20955;8934;4548;26358;4073;9420;10887;4973
1;Calle 5727;21152;24535;20206;13248;5580;30617;3893;8271;12547;5880
1;Calle 5728;25209;21418;22229;11180;4842;28212;3862;11942;10443;5036
1;Calle 5729;22839;25487;21705;11086;4722;31132;3786;9361;11628;6236
1;Calle 5730;19769;24328;17779;13152;5776;28544;3850;9724;10779;5234
1;Calle 5731;20839;25337;20702;12839;5075;29531;4059;10176;11113;5293
1;Calle 5732;24275;26684;18686;11534;5170;27444;4081;9426;11074;5470
1;Calle 5733;21039;25818;19953;11097;5278;31768;4077;8613;10690;5700
1;Calle 5734;21934;28498;17212;9635;4927;27842;3819;10102;10686;4822
1;Calle 5735;17472;26431;19020;11859;5221;25133;4766;8942;11991;4917
1;Calle 5736;21298;21534;19170;11319;5338;31096;4059;10165;10432;3095
1;Calle 5737;20227;25870;17497;13071;4908;27254;3550;8810;10641;5328
1;Calle 5738;22015;24842;18023;12450;4783;29994;4520;9456;12053;5159
1;Calle 5739;17110;25954;17608;10832;5811;25668;4427;8563;11424;5186
1;Calle 5740;19949;23061;20139;11161;4888;28970;3865;9255;11925;5745
1;Calle 5741;20896;25431;18471;11062;5020;29033;3900;9930;11147;4479
1;Calle 5742;20427;25997;20066;12320;4816;26565;4039;11145;11035;4416
1;Calle 5743;21604;26345;19531;10180;4800;28858;4141;10563;11429;5027
1;Calle 5744;19911;25997;19610;11161;4955;28690;3874;9550;11792;4709
1;Calle 5745;21801;25256;20722;12596;5415;30099;3999;8175;12127;5684
1;Calle 5746;21006;23756;21145;11065;5331;32676;4241;12210;11910;4988
1;Calle 5747;21877;25897;20907;11900;4705;30526;3886;9415;11310;4788
1;Calle 5748;19187;28169;20355;11715;4835;30214;4168;9350;11957;5259
1;Calle 5749;21419;26323;20003;11564;5503;31445;4181;10425;10645;5170
1;Calle 5750;20880;25820;18851;9841;4705;28577;4075;9587;12307;5281
1;Calle 5751;18687;23840;19628;12065;5677;29040;4044;11020;11609;4882
1;Calle 5752;20843;23030;23487;12190;5229;29204;4091;9539;11890;5195
1;Calle 5753;18883;21214;21729;11441;5471;29513;3161;9382;10588;5554
1;Calle 5754;20350;28038;21535;12350;5296;33214;4569;9385;11095;4897
1;Calle 5755;19526;25262;19586;10528;4828;26443;4164;9224;11559;5930
1;Calle 5756;19292;22711;21943;12456;5300;30498;4055;9034;11598;5321
1;Calle 5757;20513;30112;21315;12799;5727;27744;3998;9699;12873;5455
1;Calle 5758;21383;23081;20863;10919;5139;24657;3899;9586;10545;6201
1;Calle 5759;20534;24585;18331;11575;5229;28728;4079;9610;11825;5526
1;Calle 5760;20277;30095;17717;12273;4724;27783;4238;8353;11168;5702
1;Calle 5761;16184;24092;19515;11325;4578;29057;4045;10290;10832;5509
1;Calle 5762;21285;26493;20184;11959;5547;27276;4040;10110;10711;3841
1;Calle 5763;21444;23145;19359;11224;5600;27920;3626;10053;10657;5351
1;Calle 5764;20114;26541;19419;11520;3707;28132;4032;9938;11178;5288
1;Calle 5765;20090;25559;13906;12229;4723;29855;3873;10128;11585;6016
1;Calle 5766;21383;26970;20775;10052;4817;30337;3952;9878;12152;5239
1;Calle 5767;20616;23421;20058;11735;5177;29813;4238;9196;11390;5912
1;Calle 5768;21188;23257;19771;11413;5242;27858;4348;10299;11790;4909
1;Calle 5769;18687;21335;20322;11241;5092;24814;4136;8901;11716;4793
1;Calle 5770;18674;22709;19309;11353;5145;31467;3604;10763;11071;5458
1;Calle 5771;22169;21824;20125;11990;4940;26902;3993;10571;11398;5132
1;Calle 5772;21987;29988;20456;11529;5169;20549;4230;10327;11131;5225
1;Calle 5773;18997;24360;20933;10333;5172;27709;4055;9670;13945;5473
1;Calle 5774;19864;25883;19156;11206;4549;29508;4039;10680;12656;4648
1;Calle 5775;21256;24522;20546;10731;5160;30739;4032;9554;9046;5201
1;Calle 5776;20722;21676;18821;13156;5498;30622;4057;10252;10802;4677
1;Calle 5777;22297;26869;19225;11435;5529;24955;3984;9957;11996;6408
1;Calle 5778;23256;22145;18129;10046;4419;31064;4114;9830;11413;4750
1;Calle 5779;23011;24552;18213;10693;5900;30197;3837;10417;12966;5390
1;Calle 5780;16830;25453;19906;11634;5869;29184;3864;9801;11898;5158
1;Calle 5781;21041;23639;18096;10844;5258;26296;3748;10082;10781;5016
1;Calle 5782;20584;25662;17876;12858;5191;29211;4293;9653;10954;5700
1;Calle 5783;19351;25954;17934;10850;4687;31910;4020;10115;12401;5141
1;Calle 5784;20797;23257;18954;11962;5138;28028;4032;9885;11279;5012
1;Calle 5785;20630;23879;19798;11813;5204;28478;4021;10353;11182;5419
1;Calle 5786;25606;23835;23049;10422;5915;30580;4231;10038;10873;5161
1;Calle 5787;20191;23420;20525;11533;5102;29581;4024;9306;11077;5073
1;Calle 5788;20897;21431;21453;12007;5656;29530;3907;10273;11479;4983
1;Calle 5789;19637;24666;20913;10869;4969;28178;4228;8211;11052;5769
1;Calle 5790;22197;26967;20183;11390;5087;28982;3594;10179;10469;5303
1;Calle 5791;22353;25912;19873;11556;5278;28153;4215;9103;11884;4749
1;Calle 5792;18714;24593;18542;11902;5214;30386;3786;9094;10217;5265
1;Calle 5793;21623;24586;19406;11204;4870;36998;4752;8361;11813;5304
1;Calle 5794;21314;26893;19158;12030;5383;26516;4608;9550;10163;5250
1;Calle 5795;21262;23472;18075;12524;4383;28077;4215;8489;11957;5177
1;Calle 5796;20344;25127;20119;12911;5055;30703;3683;9887;11951;5972
1;Calle 5797;24775;24087;17290;11906;4872;28766;4331;9690;10649;5831
1;Calle 5798;19618;24720;20905;11189;5182;24631;3905;11031;10986;4538
1;Calle 5799;19249;26306;24905;12141;4710;28456;3661;9536;11158;4969
1;Calle 5800;21674;22837;19080;10970;5513;27777;3656;8960;11366;4917
1;Calle 5801;21680;24473;21328;9865;5159;30606;4427;11232;11524;4712
1;Calle 5802;19769;25958;19602;11870;4948;27674;3975;9829;9815;5365
1;Calle 5803;20171;24471;19766;11423;5215;23079;4306;9741;12001;5405
1;Calle 5804;21215;24726;19166;11502;5023;29661;4173;9496;11802;5361
1;Calle 5805;21517;24593;20108;12491;5525;31120;4504;9367;10298;5415
1;Calle 5806;22919;25148;22794;11269;4967;28765;4158;9694;11002;4865
1;Calle 5807;20907;24659;18906;10735;5424;28267;4297;10524;12666;5215
1;Calle 5808;21381;25448;21366;11367;5414;27578;4144;9383;10064;4627
1;Calle 5809;19933;20457;21013;11339;4621;31301;3820;8797;10381;4967
1;Calle 5810;18949;23878;20647;10484;5365;28687;4234;9614;11428;5558
1;Calle 5811;19301;21534;19867;12065;5235;28677;4605;10581;12447;5046
1;Calle 5812;20208;25394;20127;11586;5502;27948;4005;8873;11475;4894
1;Calle 5813;26717;22738;20723;13257;4655;28330;3930;9650;11706;4898
1;Calle 5814;20675;26979;20629;11613;4540;31215;3855;8883;10029;5423
1;Calle 5815;20685;24487;16946;11320;4841;31879;4065;8350;12210;5387
1;Calle 5816;20304;22726;18765;11036;4969;32909;4090;9752;11471;5520
1;Calle 5817;20939;22757;21435;10891;5771;28411;3964;9752;11407;5027
1;Calle 5818;22093;25021;20851;11632;5083;29743;4035;8760;12053;4303
1;Calle 5819;20985;23860;16291;11997;6724;24029;4314;9109;11078;5279
1;Calle 5820;20132;24349;16131;12082;6028;28762;4040;10054;10644;5199
1;Calle 5821;21316;25509;19727;11653;5116;24823;4152;10496;13193;4843
1;Calle 5822;18484;27804;21774;11801;4518;28123;4239;10005;11492;5133
1;Calle 5823;21576;23061;19794;10642;5016;28064;4241;9511;12179;4327
1;Calle 5824;22014;25907;20550;12484;5394;29054;4393;7590;12509;4918
1;Calle 5825;22119;20052;19634;12815;5164;25999;4917;10495;10841;5160
1;Calle 5826;21775;23264;20058;11524;4903;30581;4091;9333;11155;5472
1;Calle 5827;21864;23534;20766;10546;6173;28213;4183;9595;11094;4584
1;Calle 5828;20911;21633;20507;11794;4926;28588;4034;9282;11388;5009
1;Calle 5829;14700;23011;19166;13515;5344;27720;4663;12420;11764;5239
1;Calle 5830;19637;25702;20129;12892;5658;31093;4034;9773;11673;4998
1;Calle 5831;19896;24884;22785;10839;5162;29948;3647;10295;12209;5435
1;Calle 5832;20739;24322;22205;11581;4965;30247;4122;8394;11466;5036
1;Calle 5833;20109;23450;18377;12067;5480;29441;4034;8918;10294;5494
1;Calle 5834;21706;26025;20560;11732;5433;29868;3866;10374;10977;5443
1;Calle 5835;19217;25966;21435;9889;5038;27126;3833;8882;10378;5403
1;Calle 5836;19859;29968;20252;10569;4887;27789;3560;9341;10802;4787
1;Calle 5837;20242;25121;20513;10516;4945;29018;4047;9878;11912;5607
1;Calle 5838;22279;23302;19412;11631;4724;39420;4243;9571;10443;4585
1;Calle 5839;23259;25229;17475;11648;5614;30442;4070;9786;11609;4606
1;Calle 5840;21492;24590;19449;12096;5704;22979;3950;10213;11177;5250
1;Calle 5841;23805;23763;18634;11583;5136;28849;3983;7639;10804;5334
1;Calle 5842;19823;25206;19697;11487;5050;28946;4083;9700;11776;5890
1;Calle 5843;20134;22078;18432;10693;5458;27194;4331;11605;11097;5949
1;Calle 5844;22318;25422;20894;11280;5182;30282;4623;9927;10400;4882
1;Calle 5845;21212;23112;17788;11986;4762;28290;4118;10430;11187;5374
1;Calle 5846;20637;24618;25836;11654;5755;29148;4020;9459;11421;5797
1;Calle 5847;21710;23258;19035;11927;5131;27599;4085;8051;12604;4695
1;Calle 5848;22405;27693;18940;12328;5071;36309;3638;8482;12761;4340
1;Calle 5849;18767;23648;20182;11090;4954;30254;3531;9794;11151;5113
1;Calle 5850;20975;22157;18311;11756;5003;35165;3496;10115;11408;5290
1;Calle 5851;21643;24896;20398;12024;4511;29518;4167;9743;9231;4730
1;Calle 5852;21429;23945;17218;11730;5901;33182;4116;9496;9901;5716
1;Calle 5853;22109;23726;18117;12266;4884;30127;4070;9242;10358;4733
1;Calle 5854;20720;24973;18689;11202;4922;29765;4303;9241;10941;5335
1;Calle 5855;23174;21737;20968;12283;5174;28729;4082;9363;10595;5461
1;Calle 5856;21350;23642;18267;11282;4822;28132;3973;9203;11651;5036
1;Calle 5857;21503;25064;17839;11597;6253;26428;4009;11127;10327;4781
1;Calle 5858;21491;25485;18931;11353;4688;28239;3906;8875;12169;5287
1;Calle 5859;21057;27010;21350;11334;5200;34009;3972;9459;11520;5058
1;Calle 5860;22268;19008;21224;11226;5134;27736;3734;9617;11202;5597
1;Calle 5861;19646;23146;21163;12998;5176;27694;3365;10601;10731;5650
1;Calle 5862;20363;23725;20095;12781;5147;24830;4084;9288;11617;5163
1;Calle 5863;21021;24361;20188;10767;5004;29514;5329;9608;11510;5027
1;Calle 5864;20043;22284;22024;11818;5802;27373;4178;10493;10643;5183
1;Calle 5865;21044;25208;20861;11252;5281;31423;3446;9813;9067;5093
1;Calle 5866;24462;23834;21156;12221;5019;29949;4495;10302;10617;5473
1;Calle 5867;19182;22504;20649;11602;5118;33166;3789;9942;11482;5105
1;Calle 5868;20929;23598;20063;10820;5274;32768;4822;8329;10322;5693
1;Calle 5869;20890;19533;11009;10879;5254;28254;3933;10316;10341;5468
1;Calle 5870;21514;25871;14457;11658;4526;28753;4077;9172;11920;5250
1;Calle 5871;17869;25365;15729;10126;3980;27216;3788;8944;7764;5388
1;Calle 5872;22007;24951;17215;11644;4978;33381;4133;9913;10804;5581
1;Calle 5873;20186;24368;21464;11634;6049;33935;3999;8934;11223;4504
1;Calle 5874;19767;23063;20394;12586;4906;27852;4011;10216;11646;4238
1;Calle 5875;21348;23645;17388;13071;5118;31932;3849;9926;11342;5103
1;Calle 5876;25657;24880;20546;13282;5289;30610;4221;9550;11854;5497
1;Calle 5877;22855;22594;18360;11682;5564;28164;4109;9257;12517;4592
1;Calle 5878;19072;24849;18195;10253;5169;29089;3881;9418;10210;5363
1;Calle 5879;21576;24006;19552;12077;5374;28058;4183;8256;13705;5320
1;Calle 5880;21658;24355;21278;11306;4891;25498;3864;10171;10807;3729
1;Calle 5881;21321;22272;18105;11083;4835;27691;3800;8651;10772;5074
1;Calle 5882;24697;20723;20103;12059;5006;27839;4121;9822;10790;4784
1;Calle 5883;21746;24978;20506;10594;5122;29501;3821;9125;11234;5311
1;Calle 5884;20048;24637;19874;13990;7677;28526;3603;10497;7511;4787
1;Calle 5885;23649;21711;18789;11790;4620;28004;3166;9219;11182;4485
1;Calle 5886;20064;23771;19550;12676;4840;29255;3934;11039;10457;4645
1;Calle 5887;19854;22432;20721;9931;5002;29751;4119;8680;10472;4773
1;Calle 5888;22674;24153;21028;11594;5189;26264;3991;10929;11065;4735
1;Calle 5889;17089;25701;18952;10420;5443;29860;3125;9535;11892;5066
1;Calle 5890;19813;23891;21370;11482;5273;29317;4035;8567;11254;5673
1;Calle 5891;19943;26018;20950;12647;4826;26065;3862;8121;9563;4894
1;Calle 5892;19485;23376;15382;10051;5047;28363;4284;9693;10199;4551
1;Calle 5893;24519;21690;20820;11553;5743;27520;4074;8960;10671;5276
1;Calle 5894;21090;23971;20705;12847;5406;31435;3990;10182;11307;5237
1;Calle 5895;20983;26061;19973;12840;5303;32932;4449;9739;11624;5161
1;Calle 5896;19030;24060;19629;11650;4795;28527;4215;9316;12645;4763
1;Calle 5897;23487;23435;18934;10802;5112;28619;3942;9889;10648;4616
1;Calle 5898;21337;21392;20333;13270;4903;30626;4029;9051;11140;4686
1;Calle 5899;19159;22582;17665;12548;5422;30800;3710;11742;11016;4832
1;Calle 5900;22434;27002;18123;11151;5753;30729;4499;8312;10893;5251
1;Calle 5901;16893;29841;20181;10709;4947;27080;4046;10302;11370;5186
1;Calle 5902;21781;27053;19772;11032;4989;28599;4044;9308;11076;4419
1;Calle 5903;21080;23657;19519;12307;4809;18042;3960;10890;11428;4913
1;Calle 5904;21010;23778;19451;12180;4684;25447;3923;9956;11203;4146
1;Calle 5905;20814;25050;21701;11077;5926;31777;4362;8448;11216;5292
1;Calle 5906;21704;26064;19072;11731;5119;28853;3521;10341;11439;6134
1;Calle 5907;20856;22459;20744;11690;5072;28324;4732;9774;10148;4701
1;Calle 5908;20974;26767;19141;11819;5057;28411;4257;9784;10511;5348
1;Calle 5909;20243;24235;20359;12303;5014;28133;3960;10086;10508;5004
1;Calle 5910;21341;25355;19062;13441;5353;30924;4181;10150;11796;5032
1;Calle 5911;21164;23723;19838;10948;5085;27996;3961;9768;10594;4668
1;Calle 5912;20329;25518;21712;13113;4965;28333;4135;8544;10827;4773
1;Calle 5913;20296;24825;21679;11552;5482;26355;4525;9525;10604;5476
1;Calle 5914;20865;22977;20752;11468;5565;26265;3910;9790;10256;4626
1;Calle 5915;22025;25591;20631;11402;5047;27764;3421;9538;11936;5286
1;Calle 5916;21590;22915;20454;11653;5112;24549;3991;9816;11535;5486
1;Calle 5917;21744;24098;19908;12125;5087;22271;4391;9612;10573;5092
1;Calle 5918;21121;23806;19631;12133;5269;29062;3790;8816;8885;5129
1;Calle 5919;21976;26669;20234;11333;5391;27061;3257;10056;12798;5011
1;Calle 5920;20868;27197;18780;11831;3752;28644;4068;9007;9797;5327
1;Calle 5921;21675;23457;19283;13666;5331;31059;3919;9410;11255;5988
1;Calle 5922;19998;24653;20025;11892;5064;38261;3892;9300;11985;4951
1;Calle 5923;22728;24445;19422;10865;5626;28134;3923;9862;12680;4946
1;Calle 5924;21782;24835;18975;11202;5298;28386;3850;9830;11712;5273
1;Calle 5925;22025;21593;21703;11514;5067;26729;3907;9170;11539;5360
1;Calle 5926;19536;23467;20299;12390;3807;31232;4226;9206;11004;5229
1;Calle 5927;22965;23696;19123;10695;4922;30661;4191;9627;11083;5425
1;Calle 5928;20587;22456;18995;11387;4882;26430;4019;9186;11045;5098
1;Calle 5929;22116;25451;21016;11521;4948;28261;4356;8044;11744;5127
1;Calle 5930;20650;25277;17501;12107;5002;29953;3332;7805;10863;4943
1;Calle 5931;22046;28733;21239;13156;5192;30982;3944;9785;9800;5466
1;Calle 5932;21403;26310;17671;10454;5866;28353;3244;9163;10989;4527
1;Calle 5933;21666;23764;19690;10686;5380;26196;4060;8698;11661;5600
1;Calle 5934;22442;24974;19315;11355;6140;27935;4140;9438;10816;5179
1;Calle 5935;18762;22896;18527;9975;5189;31208;3493;9898;10967;5212
1;Calle 5936;20690;24643;19814;8373;5764;33036;3862;9491;11438;5992
1;Calle 5937;21359;22414;19814;11597;5139;28426;4396;10541;10422;6137
1;Calle 5938;19356;23093;21508;11357;5474;28717;4458;9552;11609;4915
1;Calle 5939;18695;22720;19562;11799;4956;28011;4048;9425;11403;5287
1;Calle 5940;22210;24611;19699;13239;5312;30398;4212;9446;10378;5238
1;Calle 5941;20573;25394;21266;11294;4402;28133;4280;9934;11259;4409
1;Calle 5942;19427;27963;17488;11470;5277;29519;4243;9841;11363;5183
1;Calle 5943;19325;23975;20215;12253;5324;28589;4234;9990;11354;5207
1;Calle 5944;20584;21132;20507;11870;4632;30057;4518;10134;11193;5041
1;Calle 5945;21486;23570;16673;11078;4943;31271;5649;9942;11055;5632
1;Calle 5946;23189;25225;21132;12687;4885;27492;4560;10529;10179;4910
1;Calle 5947;19104;25461;18340;12368;5516;31285;4573;9047;11781;5445
1;Calle 5948;24879;20447;20855;12497;5022;27185;3747;9276;12439;5359
1;Calle 5949;21265;22358;19675;10647;5013;33199;4054;9882;9999;5112
1;Calle 5950;19325;22530;16150;12010;5099;30729;3820;8898;12021;5958
1;Calle 5951;23349;23739;21071;10839;4701;33318;3987;9533;12118;4467
1;Calle 5952;23302;24998;17785;11420;4915;28330;4171;9185;10555;5442
1;Calle 5953;22385;24390;22228;13078;5240;30472;4841;8519;11075;5232
1;Calle 5954;20978;25383;20982;11389;5683;28317;3943;9622;10156;7428
1;Calle 5955;19133;25316;18484;11191;4887;27945;3993;9987;12580;4244
1;Calle 5956;18292;25423;19276;11298;6162;28525;4345;9626;11188;5040
1;Calle 5957;21636;23151;18108;4371;4909;22945;4061;9750;14853;4890
1;Calle 5958;21534;23683;21040;12454;5355;30294;4223;9873;10324;5103
1;Calle 5959;19967;20086;19777;8242;4633;31245;4118;9265;12621;5232
1;Calle 5960;21390;24776;21109;11463;5224;29065;4293;9952;11379;6041
1;Calle 5961;25351;19704;22330;10403;4844;30573;4031;9749;10782;5232
1;Calle 5962;19439;24229;18466;12481;5246;28114;4163;9397;12015;5370
1;Calle 5963;21246;24843;17799;12017;5132;26923;2854;10807;11427;4972
1;Calle 5964;21451;25360;19458;10973;5464;28343;4338;9021;10159;4859
1;Calle 5965;24198;23806;22130;12009;4952;27473;3902;9691;10637;4895
1;Calle 5966;18826;24480;17986;12257;5373;29853;4343;9714;12065;5268
1;Calle 5967;22020;23326;18766;12000;5158;27880;4031;10141;11172;5087
1;Calle 5968;18276;24098;19004;11945;5366;29192;4134;9002;10974;4913
1;Calle 5969;19545;23070;17788;11408;5236;29350;4553;10151;10578;5021
1;Calle 5970;19794;27349;19223;11625;5319;29668;4481;10666;11517;4966
1;Calle 5971;18682;22803;21535;12444;5062;29557;4273;9203;10449;5119
1;Calle 5972;22273;17214;18016;11029;5225;27366;3226;8853;11007;4817
1;Calle 5973;18886;22685;17022;11006;5047;29614;4323;10097;11129;5183
1;Calle 5974;20134;22682;18676;11366;5304;30078;3959;9244;10701;5243
1;Calle 5975;21379;23333;16517;12380;5418;31660;4503;9392;11075;4816
1;Calle 5976;20451;24666;20156;11040;5602;27360;5354;9267;12130;4937
1;Calle 5977;21811;22463;22394;12541;5133;27618;4048;9538;11766;4864
1;Calle 5978;22471;24014;20012;11054;3558;27853;4118;9696;12147;5394
1;Calle 5979;21067;22961;16472;11668;5157;33134;3890;10617;11855;5362
1;Calle 5980;21566;23596;20760;12625;5268;29103;3920;9456;10082;5229
1;Calle 5981;20674;23550;17348;12098;5403;30723;3909;10333;9955;4715
1;Calle 5982;21536;25418;18988;11253;4618;29579;4572;9396;10535;5043
1;Calle 5983;22925;21782;20709;11190;5206;27901;4168;9799;10824;5389
1;Calle 5984;23168;24265;21219;12504;5429;29109;3923;9670;11150;4861
1;Calle 5985;18312;24009;19789;10877;4946;31078;3362;8856;11679;5281
1;Calle 5986;21745;23764;18414;11174;5379;33966;4081;9425;12274;5387
1;Calle 5987;20917;25432;19867;11394;4926;36509;4901;10193;11325;4832
1;Calle 5988;22195;22695;18209;11939;5797;28319;4063;9301;10813;5240
1;Calle 5989;21748;23832;21560;10942;4908;28515;4140;10030;10676;3659
1;Calle 5990;20968;23279;17394;12312;5694;28168;3964;9822;11697;4508
1;Calle 5991;21069;24321;18834;12630;5111;31080;4807;7967;11997;5724
1;Calle 5992;19721;22666;18985;11868;5363;29168;3776;9489;12332;4898
1;Calle 5993;22409;22633;18192;10595;4606;30093;4147;9136;12077;4769
1;Calle 5994;20022;22624;19132;11296;5214;30870;4044;8954;11465;5546
1;Calle 5995;21784;24586;18413;10813;5146;29312;4211;9357;11005;5676
1;Calle 5996;20509;25328;19906;11726;4777;31093;4175;10170;10139;5334
1;Calle 5997;20854;23511;21130;11821;5170;31061;3667;9508;10745;5558
1;Calle 5998;21104;22452;18750;11647;5181;29831;4462;10247;10672;4512
1;Calle 5999;22997;23948;21150;10900;5400;28864;4658;9225;10448;5019
1;Calle 6000;18638;29363;20252;10798;5641;27705;3763;10890;10700;5358
1;Calle 6001;23110;23904;21015;11302;5157;27238;4063;9640;11044;5507
1;Calle 6002;21656;21736;19314;13817;4973;29329;4163;8910;10694;4533
1;Calle 6003;20962;23802;20639;8290;4792;31256;4039;8647;9839;4966
1;Calle 6004;22940;25045;19481;12387;5729;25554;3870;8661;12055;5201
1;Calle 6005;17973;24344;19765;11163;5008;28135;4225;9655;10909;4836
1;Calle 6006;22647;23577;20028;10294;5365;30469;4376;9246;10142;5252
1;Calle 6007;17837;23255;17042;10439;5244;30318;4124;10822;11874;4691
1;Calle 6008;19487;24902;19080;11573;4925;27888;4124;9039;11247;4766
1;Calle 6009;21598;20276;21251;13967;5870;29148;4001;9476;10102;5084
1;Calle 6010;22844;22500;18509;13147;5601;28393;3871;9809;10929;4863
1;Calle 6011;20438;23697;20396;13411;4556;28476;4931;9992;11545;4767
1;Calle 6012;19030;23653;20402;10857;6211;32257;4117;9913;11145;4741
1;Calle 6013;19017;23239;19861;12542;4941;31441;4210;8216;11360;4868
1;Calle 6014;22257;22959;22930;11736;4377;30750;3908;8446;10992;5744
1;Calle 6015;21353;23460;19705;12232;4641;27349;4142;9052;12988;4742
1;Calle 6016;20290;22416;18680;10514;6354;24182;3960;8307;10842;5815
1;Calle 6017;21244;24424;22443;11286;5342;33978;4174;9042;11384;5381
1;Calle 6018;26524;20069;18986;11352;5096;29434;4013;10011;11586;5198
1;Calle 6019;22891;24928;21741;11221;5209;30053;4053;9863;12050;5265
1;Calle 6020;20968;22440;20098;10538;5108;27286;3830;10020;11212;5233
1;Calle 6021;12998;23673;18917;11491;4914;28206;3754;9795;11001;4962
1;Calle 6022;20343;26059;-707;10228;4624;28570;3986;9375;11191;5274
1;Calle 6023;19088;21347;19057;12882;5811;26778;4376;8610;11139;5307
1;Calle 6024;19450;28860;19263;12507;5009;34661;3979;9624;10616;5338
1;Calle 6025;20333;24558;19685;12778;5216;29059;3920;9385;11706;5396
1;Calle 6026;23953;21678;20728;11397;4893;25287;4140;9780;11396;4661
1;Calle 6027;18248;23618;18625;11710;5306;29513;3801;9586;12549;4733
1;Calle 6028;21897;28709;19349;11812;5721;29140;3927;9666;11217;5619
1;Calle 6029;20086;20285;19196;11734;4911;29192;3907;9157;10747;5235
1;Calle 6030;20166;25251;19577;10891;5958;29555;3532;10446;10942;5062
1;Calle 6031;18637;28032;21494;11390;5366;29502;4341;9247;11262;5238
1;Calle 6032;19172;23576;19986;10851;5389;33508;4653;9701;10237;5059
1;Calle 6033;19360;25752;19784;11652;4928;28172;4307;9471;10150;5347
1;Calle 6034;21330;22815;19607;11260;5320;29584;3694;9768;10098;5078
1;Calle 6035;22356;22089;18561;11363;4923;28793;3372;10094;10707;5120
1;Calle 6036;21672;23967;17297;9899;5626;34138;4302;10439;10222;5206
1;Calle 6037;20265;24847;19548;11284;4603;28761;4199;9242;11127;5078
1;Calle 6038;18795;25641;20166;12239;5186;29418;3774;9332;12017;4901
1;Calle 6039;21573;23572;19339;11830;5222;29189;4441;9345;10213;5365
1;Calle 6040;22972;25525;18640;11174;4572;34227;4586;9554;11671;5043
